PG.ProteinAccessions,PG.ProteinNames,GAERS_602_SCx,GAERS_601_SCx,GAERS_625_SCx,GAERS_614_SCx,GAERS_628_SCx,GAERS_590_SCx,NEC_601_SCx,NEC_687_SCx,NEC602_SCx,NEC_603_SCx,NEC_688_SCx,NEC_604_SCx
Q3KRF0,Q3KRF0_RAT,45431.94531,41775.08203,38271.74219,42709.43359,37679.25,49164.13672,44696.06641,43735.85547,39253.82422,39470.29688,40595.07422,45047.48438
Q3KRF2,Q3KRF2_RAT,151731.6875,156783.6563,155031.8906,188077.25,148593,164023.0156,164090.1875,167543.7188,136958.6875,155283.6094,145420.3906,152779.125
Q3LUD3,N4BP3_RAT,3184.124512,9319.93457,5107.643066,7123.402832,4109.65625,38805.48828,2417.05835,16111.46094,5008.008789,48649.52734,7120.18457,6499.615723
Q3MHS7,Q3MHS7_RAT,26005.13672,25022.97461,24498.67969,28332.05469,24656.87891,37361.47656,28197.07422,24519.43555,27681.24414,49277.14453,40931.85938,28594.43555
Q3MHS9,Q3MHS9_RAT,687730.625,728583.5625,728817.9375,699412.6875,776302.75,820921.125,792764.1875,776363.875,958834.125,859030.75,806502.1875,651360.5
Q3MHT2;Q99P39,Q3MHT2_RAT,19865.99609,13480.31348,10671.86719,14264.06738,20200.52539,15184.7002,18785.05664,18103.86523,10311.08887,13800.6416,21199.03711,13170.07813
Q3MID3,ARFG2_RAT,24291.94336,25951.875,21170.29492,31300.51758,29295.79883,30521.9707,29084.87891,32182.63672,41911.05078,27405.80078,25407.87109,26892.58789
Q3MIE4,VAT1_RAT,275718.5,308816.5938,260195.9219,264463.625,279990.5938,261905.9375,322346.25,286925.0938,234654.0938,315367.125,277828.2813,268759.8125
Q3MIE7,Q3MIE7_RAT,51602,55402.87891,52459.51953,54863.18359,51976.07031,66263.46875,72130.35938,52178.85938,74981.6875,64077.41406,55412.32422,83298.94531
Q3MIE9,Q3MIE9_RAT,118063.1484,108795.4531,137247.4844,108009.2969,117592.1328,125233.5859,121857.1172,163636.3906,119835.1797,123729.0469,124172.6094,138605.5938
Q3MQ06,ATG5_RAT,15965.95898,21449.76758,19708.66211,21416.52344,18109.76563,20359.53125,19927.60938,20106.20313,22361.83203,19812.19336,20591.24023,26402.08398
Q3S4A4;Q3S4A5,Q3S4A4_RAT,82104.8125,96731.75781,99875.42188,112761.0938,115331.3984,107991.4531,134447.7188,89693.34375,120429.9375,86946.14063,94380.07813,104630.5078
Q3SWS8,RAE1L_RAT,9186.249023,5019.48877,13359.55469,17200.67383,16064.21875,11683.99707,15620.43262,17905.68359,10967.66309,16609.89063,11183.63281,6374.397949
Q3SWS9,JKIP1_RAT,13752.04883,13753.30762,10839.41211,12247.30859,12134.16895,13386.93066,15182.8457,12160.24512,11955.7002,14105.96875,7902.398926,13494.68457
Q3SWT7,Q3SWT7_RAT,31864.40625,34294.47656,32025.42773,25759.39648,32461.52344,26676.09375,31381.00391,29368.1543,32814.98828,38772.65625,31640.48438,30780.16992
Q3T1J1,IF5A1_RAT,532446.25,537608.75,483033.8438,539775.0625,589445.3125,555704.6875,543966.25,551636.25,665599.3125,657328.875,642046.125,486806.125
Q3T1J2,MBOA2_RAT,4677.339355,4344.810059,7692.143555,6307.337402,5110.180664,16291.67188,5226.73584,10191.17578,11758.79785,8735.34375,5438.397461,16260.51465
Q3T1K5,CAZA2_RAT,1699454.375,1612300.125,1639755.5,1494764.125,1572100.25,1654015.625,1601110.625,1509917.125,1565869,1626191.25,1561176.125,1825155.75
Q3T940;Q5I0M1,Q3T940_RAT,21733.11133,8534.261719,39622.67188,6035.659668,44672.00391,3287.094238,48287.8125,7678.373047,8329.966797,25177.05078,39687.03125,2851.347168
Q3V5X8,Q3V5X8_RAT,27914.89648,8744.352539,4215.397949,3640.746826,8290.198242,5840.811523,3119.105469,3320.742432,4489.750977,9066.589844,4133.550781,7784.014648
Q3ZAU5,Q3ZAU5_RAT,38472.67969,37202.22656,37905.375,45842.77344,40804.45313,41080.19922,47956.62109,26634.5293,42830.78906,43028.34766,42624.66797,40013.58984
Q3ZAU6,Q3ZAU6_RAT,442850.7188,420424.125,381738.3438,393680.2188,441621.625,469067.4375,405414.8125,455438.9375,434776.7813,422696.5938,392749.4688,436941.5
Q3ZAV8,EDC4_RAT,43115.08203,44163.85156,44346.29688,27084.72266,40039.69531,31562.84961,43944.38281,32226.40039,27282.10742,46660.25,45166.58594,43308.26172
Q3ZB98,BCAS1_RAT,170840.3125,181584.2969,151816.2344,126098.5156,173541.5625,116849.6563,103817.4688,94789.5,124172.8125,121314.0625,125848.0391,124720.1797
Q3ZB99,Q3ZB99_RAT,100827.2422,123019.3984,116007.4297,83310.84375,105734.2578,123721.7109,119305.6016,105522.8125,104436.2422,125178.5938,114319.3359,106644.8594
Q3ZBA0,TCPR1_RAT,69319.98438,62507.79297,78033,78930.66406,62973.60156,81492.9375,88282.0625,81409.29688,82603.53125,73614.61719,75965.85156,71312.96094
Q400C7,AMZ2_RAT,11658.58984,4178.203125,4610.385254,4073.280273,5476.528809,6689.63916,4915.410645,4023.195068,7642.361328,3675.580566,7136.694336,5626.028809
Q45NC2,Q45NC2_RAT,5656.961426,14121.22168,11417.61328,14855.42188,21514.0918,15714.85059,17173.84375,19152.63281,18229.42969,2936.189941,12655.60547,13271.98535
Q45QJ4;Q99JE6,Q45QJ4_RAT,5447.897949,2976.804199,5800.08252,4079.68457,6378.965332,7820.007813,3380.734619,5212.181152,6612.776855,4700.781738,6127.062012,3591.778076
Q45QK6,Q45QK6_RAT,204268.7813,239489.5313,263836.0625,106988.9844,312775.8438,250725.5469,262901.75,217085.1563,287458.5,158101.0938,222758.375,414237.125
Q45QM2;Q63210,Q45QM2_RAT,20299.22656,28720.50391,37160.87109,20109.48633,30274.55078,33983.29688,24452.88672,32573.57813,27833.74219,20124.56641,24974.60938,15875.91602
Q496Z0,ELP2_RAT,67139.77344,84124.25781,74539.57031,78931.61719,68899.19531,93221.15625,77176.30469,80770.74219,70002.96094,102587.6328,67414.95313,62069.52734
Q496Z1;Q712J3,Q496Z1_RAT,5776.287598,5485.935547,5425.547852,9826.476563,9270.31543,8222.839844,7853.694824,9584.930664,3491.250977,10479.87695,2871.32373,6803.185547
Q497B0,NIT2_RAT,51911.67578,54287.67969,52000.16016,58431.51953,54416.53906,48638.71094,160988.25,134100.4219,125085.6641,145786.3281,144048.0938,140818.625
Q497C3,MTL26_RAT,5551.512207,3989.976074,3766.64502,10011.63086,7605.743164,8534.141602,12024.16699,3723.078613,8489.182617,5037.609863,6595.674805,21147.17188
Q498C8,RER1_RAT,21999.38867,28125.63281,25704.95508,25641.06055,33601.01953,25711.20313,27918.6543,30095.87305,24795.80664,26029.90039,30452.44727,28245.9707
Q498C9,Q498C9_RAT,30875.29883,36093.44141,41903.50781,45384.46484,48020.9375,45300.78906,47354.67188,41844.88281,56980.15234,31837.49219,41185.26953,39947.80469
Q498D0,Q498D0_RAT,3378.869873,4274.312988,9127.302734,10665.79688,5539.756348,6913.539063,6328.132324,8194.37207,11386.09863,7795.003906,8440.319336,6654.939941
Q498D8,Q498D8_RAT,55560.37109,61029.21094,36300.32813,38363.98828,44005.07813,30128.26367,32720.71484,37217.46094,35971.12109,33965.16016,39292.71484,49379.96484
Q498M4,WDR5_RAT,5960.026855,4097.938965,9056.697266,5091.937012,9609.912109,6147.02002,7354.535645,30986.42773,8550.249023,4419.158203,12231.42188,5081.911133
Q498N3;Q9QUR2,Q498N3_RAT,135040.5781,149771.0781,138905.5469,133504.4688,149580.0938,150157.0938,155283.9688,133675.6563,147299.25,144934.8125,147057.0469,149278.4375
Q498R3,DJC10_RAT,36716.27734,35439.20703,36901.96094,34766.39453,36273.64453,32229.51953,42269.0625,43751.66406,24020.59961,34821.12891,30120.80859,30308.55078
Q498R7,CZIB_RAT,81048.72656,94040.21094,78533.14063,74425.21875,67691.17188,80452.78125,56450.79297,78664.02344,76937.70313,81524.79688,71242.6875,61675.29688
Q498T4,RM02_RAT,14065.58008,6325.475586,3049.328125,8620.683594,3743.378906,13893.54688,8396.101563,2740.245605,12836.31445,7481.665039,13143.7002,12669.77148
Q498T9,LRC8C_RAT,12543.65625,13223.90234,14647.66895,18617.74609,10224.75293,16689.17383,16274.03516,29588.0332,30959.13086,17608.37695,22945.38672,13823.62305
Q498U3,S2540_RAT,5664.094727,7176.175781,11076.6543,9381.599609,8339.896484,7626.535156,15811.01367,13676.26172,12982.40625,9854.032227,7575.859863,8697.551758
Q498U4,SARNP_RAT,36627.95313,38373.48438,37052.20313,42797.29297,45153.12109,35390.90625,41240.86719,38632.57422,50662.77344,41088.42188,39358.84375,43789.35938
Q499N5,ACSF2_RAT,350874,367471.6563,360827.6563,324535.2813,393173.2813,361493.5625,367241.7813,382520.4063,338919.8438,325051.9688,339134.625,375200.5
Q499N6,UBXN1_RAT,137991.8125,152549.2188,153080.5156,149545.2969,149517.4531,167351.6719,137759.2969,160605.875,176954.6875,168781.125,147102.2813,154241.0156
Q499P2,Q499P2_RAT,167639.7813,180323.7969,172992.0469,172619.5938,185904.8125,194126.8438,169725.0781,162611.0938,164108.7344,176535,156343.1563,146764.9219
Q499R4,YRDC_RAT,2536.907227,12069.51465,12739.48145,7910.173828,14638.3291,6637.537109,3571.652832,12787.76465,4125.23291,2568.681152,20063.48047,25617.48828
Q499S6,Q499S6_RAT,27432.89453,37860.91016,34257.24609,41316.59766,49664.05469,46184.77734,38839.37891,28917.81641,33862.71484,32940.00391,41622.43359,31185.2793
Q499S9,RHDF1_RAT,14425.02734,2419.002197,21918.2168,25450.80273,2421.853271,31599.25586,2698.31958,21074.91016,17415.93945,27919.24023,4621.732422,22610.95898
Q499V0,Q499V0_RAT,16875.59766,21179.17383,18972.50391,20336.3125,20232.63477,18296.40039,17784.66602,19527.65625,18407.75977,18480.61523,18678.47656,18549.47852
Q4AEF8,COPG1_RAT,21779.67578,33676.15625,31344.95117,24260.08008,37177.55078,30605.23633,24864.54102,29565.06055,27969.66602,26522.81641,31326.39063,31448.85742
Q4FZS2,Q4FZS2_RAT,82570.58594,86838.30469,84442.10156,93831.50781,91587.32031,92070.22656,101012.4922,87763.89844,76577.04688,86270.64844,89669.48438,82373.73438
Q4FZT0,STML2_RAT,114980.3281,121370.6953,109332.8828,125675.1875,112689.7344,122458.3672,117112.6563,114208.0703,154868.5938,115235.0938,121398.1719,111993.3438
Q4FZT2,PPME1_RAT,524366.0625,509839.1563,543589.875,598654.1875,468084.5313,619229.1875,526568.4375,727190.125,657830.8125,603091.5,589764.9375,609586.1875
Q4FZT8,SPRY4_RAT,109391.0313,133609.7188,114707.5625,128528.2578,126278.4609,131579.4531,136873.5313,128766.9219,167788.75,137437.4844,122836.6484,134796.6719
Q4FZT9,PSMD2_RAT,276823.5625,257610.6563,256303.0469,212009.9844,253223.4844,247366.1406,285451.3438,264313.25,207851.75,239792.8438,248456.5781,226856.4375
Q4FZU0,Q4FZU0_RAT,46876.57813,54860.10547,56259.64453,55966.46484,59781.08984,53578.73438,57275.14844,53893.06641,63822.00391,68707.21094,62163.20703,48188.03125
Q4FZU2,K2C6A_RAT,567270.125,390948.0313,247177.0781,552476.875,295902.2188,353569.3125,471914.3125,283245.1563,313671.3125,623574.3125,310596.375,1033826.875
Q4FZV0,MANBA_RAT,2821.291504,5655.560547,3003.67627,8689.211914,5917.27832,4358.314453,3142.842529,3162.667236,4667.262695,7020.097168,5829.853027,2954.446289
Q4FZX5,MSRB2_RAT,4152.555664,5381.287109,9227.673828,12818.18457,3716.583496,5500.96582,6577.626465,7811.887207,7166.972168,8957.365234,7210.255371,7065.632324
Q4FZY0,EFHD2_RAT,438340.4688,481625.625,457058.1563,497564.5938,424627.5625,475113.5,564254.875,602707.5625,886502.6875,537737.875,514209.375,563557.1875
Q4G008,K0930_RAT,5416.112305,3084.346191,6742.455566,12340.31934,8168.942383,17091.87891,6617.1875,11188.4248,12826.78516,7835.229492,7153.630859,9679.334961
Q4G017,NISCH_RAT,88981.89844,91559.03125,87738.90625,78909.15625,84856.42188,90447.35938,88902.8125,83579.5625,88232.70313,110036.3672,95560.58594,78706.42969
Q4G061,EIF3B_RAT,171094.625,187801.5781,188873.0781,181155.9531,176466.7969,212582.3281,186519.7656,201475.7031,171251.3906,204459.3438,171575.0156,193002.0313
Q4G064,COQ5_RAT,62312.89453,57744.07813,61034.07813,66163.64844,63838.77734,42036.00781,56685.32422,51870,54400.76172,53013.38672,59210.48438,63832.71094
Q4G067,Q4G067_RAT,9271.008789,9198.786133,4434.467773,6284.487305,4674.21582,6743.102051,5207.800293,21514.88477,6952.333008,27756.97461,4348.366211,27808.85156
Q4G075,ILEUA_RAT,4637.82666,11423.93652,8601.436523,7969.236816,9343.750977,9494.03125,10666.52539,3176.15918,14246.31836,13385.69434,11461.48633,4806.289551
Q4G079,Q4G079_RAT,39263.86719,35949.72656,34557.45313,39255.35156,45992.93359,33296.125,42556.8125,32416.26563,27578.94727,31225.40625,29537.57422,28694.0918
Q4G082;Q63159,Q4G082_RAT,5344.492188,84126.625,9038.478516,69761.48438,74553.25,79934.11719,57501.87109,7295.339844,71850.88281,65545.28906,68240.01563,63472.875
Q4JFL8,Q4JFL8_RAT,200306.9063,203404.1094,184171.7813,175175.625,205135.0781,221695.2813,185370.2969,183857.3438,177294.1406,205422.5313,158768.5938,182035.7969
Q4KLF8,ARPC5_RAT,179109.7031,203849.2344,190976.7188,176411.9063,217642.7969,183115.5781,242060.1563,176824.2188,208211.9844,200033.375,175667,207071.0313
Q4KLG9,ZFN2B_RAT,18018.44336,5742.143555,27948.33398,40981.96484,4617.729492,24809.72461,34728.91016,31823.53125,29790.71484,8394.454102,15275.58301,38626.73828
Q4KLI4,Q4KLI4_RAT,38423.74219,44545.18359,37997.34766,6895.509766,43256.82813,41847.3125,55580.67578,64313.41016,40674.71484,55283.875,36138.70703,46869.89844
Q4KLI7,Q4KLI7_RAT,49416.65625,56735.52344,59566.34766,68584.83594,85357.44531,59619.17188,70322.70313,49148.71094,85022.80469,48386.86328,58494.11719,46010.38281
Q4KLK7,Q4KLK7_RAT,38203.42188,40609.37109,43113.60547,47376.33203,44584.00391,55249.21875,52457.40625,47392.97656,41157.59766,47946.14844,50728.26563,38774.55859
Q4KLL0,TCEA1_RAT,32274.54297,115521.5781,8655.176758,132401.5313,46950.66406,21142.33984,57449.91797,138860.2656,5923.638672,4560.787598,48128.89844,44441.03906
Q4KLL7,Q4KLL7_RAT,49102.01563,47510.03516,52336.24609,51175.08203,50399.53125,54664.92969,55079.92969,53053.27344,53315.64844,56458.70313,61377.32422,43238.45313
Q4KLZ1,TM186_RAT,39354.44531,33758.11719,31063.55078,35285.08594,34913.11328,33620.72656,30499.76563,31683.01953,35666.54688,26914.35156,26689.08789,33790.76172
Q4KLZ3,Q4KLZ3_RAT,57131.26563,50500.51563,54283.58203,53905.92578,59658.84766,59322.19141,54713.53516,54974.73047,64738.75391,60663.51172,55671.64453,45526.66406
Q4KLZ6,TKFC_RAT,22304.98438,9284.59668,18810.30273,18029.94922,16772.84766,20779.26367,22358.56641,18422.39844,13966.96387,17980.79688,20596.33398,21669.46875
Q4KM24,Q4KM24_RAT,13847.7959,17496.46094,15130.16797,9985.827148,6988.939453,4864.277832,11772.60352,13633.85449,15274.52344,13846,15421.84668,13122.75
Q4KM30,DESI1_RAT,22234.91211,18773.91602,31144.61328,22628.93945,29327.76172,33727.12891,27356.69531,21554.04883,29263.32422,35743.03516,40153.21875,23909.85156
Q4KM31,LIMD2_RAT,164661.7031,157863.5,154812.4375,163709.7969,171314.1719,155344.9844,182449.3125,126279.7891,163896.2969,155191.7031,151288.2031,143205.6719
Q4KM35,PSB10_RAT,4120.565918,3668.011475,5936.194336,5232.75,9263.207031,10403.01758,20045.86328,6667.824707,10032.35547,16835.58984,16689.00977,7335.106445
Q4KM38,Q4KM38_RAT,67706.25,59851.625,65653.85938,73010.95313,67874.25,78381.86719,68151.10156,74592.97656,91670.03906,80329.86719,66034.02344,75543.65625
Q4KM45,CT027_RAT,117438.7734,133814.25,110650.875,107529.0313,112533.8438,141161.4375,123600.3203,100015.5,127098.8672,122410.8516,86054.35938,94913.42188
Q4KM62,PALMD_RAT,11877.53223,4434.835938,14453.41211,13646.09961,16876.48828,6274.005859,15025.20605,5024.608398,30535.54297,14099.51855,15359.70313,12450.08105
Q4KM64,JAGN1_RAT,105651.3906,95743.89844,106165.4219,92850.60156,105751.5156,98745.78906,96782.5,117747.2891,131095.5,106379.5391,91723.8125,106448.8906
Q4KM71,Q4KM71_RAT,399075.6875,467104.4063,422875.875,390236.2813,463460.8125,381361.6875,424483.625,367544.0313,426668.625,400101.125,405659.125,467228.8125
Q4KM74,SC22B_RAT,521332.5938,499316.4063,511000.2188,421934.0313,458851.9375,561370.625,527380.75,508601.6563,648881.8125,524043.4375,499345.5313,514643.1875
Q4KM77,EI24_RAT,79690.11719,4417.78125,89321.14063,88121.82813,4182.095215,43838.17578,96838.94531,71396.35156,4335.384277,83797.99219,93116.25,94537.88281
Q4KM86,GGACT_RAT,29105.79492,33399.60547,32272.44727,34249.625,36221.34766,36753.58203,4936.253418,18355.01953,15705.78223,21440.55664,15828.80469,12459.22754
Q4KM87,Q4KM87_RAT,4159.376465,8349.462891,12442.57324,10927.23242,8084.016602,11245.7168,17814.90039,12838.37598,14134.06934,5551.5,14301.47559,4366.938477
Q4KMA2,RD23B_RAT,500060.875,522729.9063,487356.7188,546286.3125,493899.7188,502079.7813,532432.875,525640.0625,640823.875,469250.5938,471119.5625,482476.9063
Q4QQS6,Q4QQS6_RAT,27440.05859,34719.30859,17962.35547,37728.44141,29100.70898,42307.30859,28699.49414,25693.51953,13661.7959,44242.03125,23687.41211,30828.84961
Q4QQS7,Q4QQS7_RAT,61345.84375,55614.9375,67860.35938,57801.46484,53712.78906,60751.85547,65209.92969,60682.55469,50166.08984,53456.54688,57240.21094,58472
Q4QQT3,CELF1_RAT,48922.07031,52263.25781,54834.16797,52734.05078,56853.94531,60651.42188,52783.40234,53073.1875,59620.19531,54246.44531,55228.06641,58158.01172
Q4QQV0,Q4QQV0_RAT,3067011,2739414.75,3754346.25,3129035.5,3030340.5,2792134.75,4951346.5,4720926.5,3254108,2968730,3579306.75,3971516.75
Q4QQV3,F162A_RAT,45100.87109,48804.00391,52602.27734,65649.58594,49841.29297,57936.82422,54061.30469,62888.67969,73555.77344,48031.55469,48901.25,51043.67578
Q4QQV4,Q4QQV4_RAT,136977.5625,146731.2656,125247.5859,141484.8125,126738.4531,170546.4219,151555.5781,159255.1406,153796.0313,146792.0156,147077.9219,131612.3125
Q4QQV8,CHMP5_RAT,52367.63672,66673.85156,56721.0625,56817.41406,57743.73438,48063.30469,50213.26172,57913.13281,75373.44531,45611.64063,55050.1875,51969.92969
Q4QQW3,HOT_RAT,19502.61133,20618.74805,24749.21094,23265.30078,23985.73828,28072.4707,28284.01367,23479.63086,20883.30469,27516.48438,28416.85352,28987.13281
Q4QQW8,PLBL2_RAT,19414.55664,29606.79297,30774.74414,27256.9375,31386.59375,32484.97852,20568.39063,35935.09766,37576.33984,34992.19922,25461.70898,30642.89258
Q4QR73,Q4QR73_RAT,61922.39844,59860.08203,59057.85938,66217.51563,60071.36328,62974.05078,60135.64453,63474.33984,66721.9375,57162.23047,52798.04688,62516.1875
Q4QR80,RT25_RAT,5311.388184,7843.455078,8683.458008,8187.095215,8212.882813,7839.456055,5176.400391,3903.711426,4717.269531,5326.577637,4395.900879,6630.524902
Q4QR85;Q7TPI7,MEP50_RAT,127952.4297,123149.4688,132133.4688,120630.7109,125859.8906,149769.5,146684.5,157317.2656,149139.0156,134682.2188,121923.3672,129925.3672
Q4QRB4,TBB3_RAT,1462104.625,1456558,1512867.125,895825.5625,1082476.875,1067036,1227358.75,1464625.875,791269.125,2468010,2328418.5,1858658.125
Q4V794,Q4V794_RAT,3677.820801,80520.32813,4188.655273,6114.40332,3858.858154,5686.144531,6915.630859,66148.99219,10043.23047,4791.860352,5619.579102,4516.737793
Q4V7A0,WDR61_RAT,49516.13281,51116.85156,41322.30859,45116.09766,43588.16406,37470.9375,32666.94922,43047.53516,56809.34766,40166.87891,30891.98047,52156.57813
Q4V7C6,GUAA_RAT,94984.05469,118218.9688,99562.72656,98199.91406,95687.61719,100376.1172,89883.25781,108994.3984,93029.82031,105958.8281,92548.24219,102963.7656
Q4V7D2,ROGDI_RAT,414157.75,457408,450573.7188,433093.625,425898.6563,426889.875,458662.1563,470021.9375,515288.7813,408699.2188,438936.9375,497530.6563
Q4V7D4,Q4V7D4_RAT,131597.8438,117230.3594,120765.5547,126221.1484,103036.0703,121761.4766,98578.50781,109644.4609,90880.24219,90309.4375,93441.00781,109862.6563
Q4V7D6,NIF3L_RAT,2450.431396,5411.738281,3738.514404,4516.394531,4375.424805,8799.62207,3742.625488,3967.53125,4304.219727,4873.41748,2558.1875,9386.365234
Q4V7D9,Q4V7D9_RAT,86178.92969,9925.629883,79134.83594,90375.14844,87120.6875,96264.24219,100686.6484,78797.64063,96488.01563,90891.22656,89343.5,92968.28906
Q4V7E8,LRRF2_RAT,10786.94238,7466.237793,8650.834961,7170.410156,5930.770996,8999.467773,4091.298584,5581.144531,8055.424316,8262.043945,5489.44873,7806.471191
Q4V7F2,CREL1_RAT,27901.39063,23251.93945,29991.99414,30258.73047,30805.4082,26257.49609,32892.36328,28183.56641,36432.0625,26540.03516,35055.97266,34430.72266
Q4V7F5,PIHD1_RAT,8309.887695,3441.72876,3345.366211,9007.573242,3062.688721,4920.398438,6741.407715,5534.441406,4656.97168,4334.734375,6099.147949,2588.831543
Q4V882,EPN3_RAT,123478.1563,121073.5313,130183.5313,107733.4063,111575.6875,113454.4219,128064.8125,117056.125,124806.4844,135854.3438,132238.3906,111374.7109
Q4V887,S39A6_RAT,7198.370117,3933.285645,7663.714844,6746.960938,6051.066406,2751.26123,6468.737305,6886.914551,5807.214844,4652.222656,5422.973145,3171.712891
Q4V888,PP4P2_RAT,5863.908691,38723.95313,23059.24805,7588.120117,6958.333008,5416.69043,6245.391113,6649.129395,6014.891602,9159.307617,35875.87891,9543.141602
Q4V897,CC90B_RAT,8781.055664,8412.253906,13980.71191,7976.245117,17274.0332,14904.73926,4170.614746,4440.227539,25484.69336,2999.445801,8419.280273,18954.86523
Q4V898,RBMX_RAT,9978.134766,11770.77734,7562.395996,11573.60352,16230.79199,9431.663086,10687.32617,8287.830078,14352.05176,5296.509277,9505.561523,8305.365234
Q4V8B0,OXR1_RAT,531056.9375,507199.2188,503415.7813,501381.4375,459100.75,507505.0313,517167.75,448837.8438,476917.125,462671.5313,496181,487745
Q4V8B2,DCNL3_RAT,13802.16699,10831.60254,11856.22461,16028.88574,9750.750977,21010.44531,5292.758789,9509.939453,11155.4082,13112.43945,3961.186279,8031.831055
Q4V8B7,HSDL1_RAT,191698.2656,186769.0625,203603.2031,203370.5,163466.7344,213940.625,190638.4531,192350.9219,199750.1563,166328.5938,173546.3281,169929.5
Q4V8B9,Q4V8B9_RAT,12074.49805,2947.22168,7621.732422,8740.519531,10488.03516,5801.299805,15294.63867,11016.27539,8703.161133,5033.250488,6234.723633,7807.125488
Q4V8C2,ZW10_RAT,33565.57813,36980.45703,40522.03906,35794.11328,28889.59375,41081.28516,40415.07031,39040.49219,31283.01953,57806.29688,53468.82422,36379.62891
Q4V8C3,EMAL1_RAT,49735.77734,57996.03906,58985.69531,52350.84375,50103.5625,55138.65625,58513.84375,56487.67188,45570.62891,62050.12109,52019.94531,43980.44141
Q4V8E1,Q4V8E1_RAT,7580.901855,7378.959473,10691.36328,21696.85938,8718.683594,9019.010742,9602.507813,24330.67578,7281.347656,14923.53223,6530.415527,7360.462891
Q4V8E2,Q4V8E2_RAT,188443.75,211221.7969,199663.6563,186149.9688,201708.2813,190347.9531,211289.6875,152367.8906,168545.0469,197684.7813,210795.4844,186133.9375
Q4V8E4,CFA36_RAT,48682.24219,46984.96484,52505.69531,46101.30469,50535.76172,39998.08203,62416.12891,43543.86328,47018.04688,19381.73438,55013.3125,49708.91406
Q4V8F9,HSDL2_RAT,73023.96875,67660.02344,78316.96094,70909.15625,68217.0625,56287.05859,72577,95128.28906,62042.5625,66547.1875,82007.41406,69937.05469
Q4V8H2,Q4V8H2_RAT,53621.48047,45830.47656,61113.21094,60277.92578,52340.08203,75395.51563,51003.87891,48230.81641,49271,64753.81641,51744.93359,62253.85938
Q4V8H5,Q4V8H5_RAT,207048.0469,221549.4531,213717.8594,233458.2031,236856.6875,212654.9375,226330.7031,209844.1406,192166.0156,210895.5313,204887.7188,198804.1406
Q4V8H7,Q4V8H7_RAT,5361.714844,6161.402344,6004.77832,11601.1748,7683.231445,4979.711914,8853.801758,8040.522949,7084.04834,4556.928711,5674.103027,4968.416016
Q4V8H8,EHD2_RAT,61949.89844,64330.90625,36622.97656,73704.41406,65420.71094,48185.67969,66983.14063,60592.78906,52480.44531,70848.9375,57747.21094,62529.86719
Q4V8I7,LRC8A_RAT,122330.0703,92559.32813,118468.6484,117634.6641,95959.57813,115875.1328,107236.4141,100619.1641,88181.79688,108925.4922,90329.35156,89903.54688
Q4V8I9,Q4V8I9_RAT,213208.4063,234942.3906,217857.6719,247141.8438,235982,260644.8438,186354.6719,260928.2813,199691.4844,234147.3906,210575.4375,203351
Q4V8J6,Q4V8J6_RAT,4405.739258,10262.82715,9127.525391,10779.06836,9363.820313,15642.35938,8930.208984,15308.94629,16491.47656,7637.91748,11629.61426,6857.208008
Q4V8K2,CTBL1_RAT,6069.913086,30995.83008,43152.37109,43293.76172,28368.6582,42002.07031,49630.52344,43002.87891,55472.84375,49775.06641,53259.91406,35674.17969
Q4V8K5,BROX_RAT,27684.24219,22736.18359,16799.15039,21535.7793,36316.10156,12507.65137,24769.25781,12233.06348,10809.11621,18304.5957,27057.51172,13587.13086
Q4VBH2,Q4VBH2_RAT,30253.28125,34660.79297,39880.41797,36166.51953,31564.32617,38777.75391,43119.37109,42497.43359,37585.29688,38677.13281,38449.48047,38931.76172
Q4VFZ4,Q4VFZ4_RAT,18374.66602,15758.48145,21247.11719,27414.64844,24484.39648,28201.94141,31316.75391,30158.05664,25459.33789,30314.83398,24872.45703,25501.72852
Q505I9,Q505I9_RAT,115484.9844,115352.7266,114532.1563,113237.7109,109576.375,126276.8906,105026.1484,116572.4844,120779.1953,116890.1328,111517.2422,114655.0391
Q505J6,GHC2_RAT,157632.6563,125790.0781,126077.4141,146108.1719,111733.4453,151571.2031,125890.9609,164186.3125,152455.7656,134044.5,161198.6094,116345.0625
Q505J8,SYFA_RAT,69655.17188,63712.88281,70146.02344,54970.00391,75197.71875,73164.13281,72373.8125,71964.10938,56653.32031,85746.17188,78066.53906,66490.07813
Q505J9,ATAD1_RAT,206835.1094,210510.8281,231391.9531,260284.7656,211499.8281,225482.2031,207090.8125,225546.6094,204100.1563,224793.0625,225782.625,231044.4063
Q52KJ9,Q52KJ9_RAT,154906.2813,183457.25,164038.6406,186133.4531,183361.1563,176015.7969,189187.2656,184596.4531,197254.9688,177827.7656,170040.1875,177371.3594
Q52KK3,S2551_RAT,158983.9219,158800.5469,149798.0156,181914.875,159903.3281,169771.75,159644.1563,167965.4219,193004.6406,161045.8438,154563.8281,153848.9531
Q53AQ4,TMUB1_RAT,8726.401367,3951.308594,13023.01367,3477.731445,14084.43262,16532.46289,4196.735352,15953.61719,19113.17383,14474.53516,13539.0127,15749.79004
Q561R9,LACB2_RAT,70587.69531,61169.88672,36329.22656,70603.61719,37027.89063,35718.21484,58432.67578,64728.70703,72145.71094,72213.55469,61268.56641,55805.89844
